;UUID;Protokoll;URL
1;8f35a393-5ee2-44b5-a68e-8d820e968054;WWW:DOWNLOAD-URL;https://www.are.admin.ch/are/de/home/verkehr-und-infrastruktur/grundlagen-und-daten/verkehrsmodellierung/datenzugang.html
2;8f35a393-5ee2-44b5-a68e-8d820e968054;CHTOPO:specialised-geoportal;http://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.belastung-gueterverkehr-strasse&layers_opacity=1&layers_visibility=true&lang=de
3;8f35a393-5ee2-44b5-a68e-8d820e968054;ESRI:REST;https://api3.geo.admin.ch
0;6fa32c65-988d-4e09-8034-6c5abcbd4e3f;WWW:LINK;https://www.are.admin.ch/are/de/home/verkehr-und-infrastruktur/grundlagen-und-daten/verkehrsmodellierung/nationales-personenverkehrsmodell.html
1;6fa32c65-988d-4e09-8034-6c5abcbd4e3f;WWW:DOWNLOAD-URL;https://data.geo.admin.ch/ch.are.belastung-personenverkehr-bahn
2;6fa32c65-988d-4e09-8034-6c5abcbd4e3f;CHTOPO:specialised-geoportal;http://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.belastung-personenverkehr-bahn&layers_opacity=1&layers_visibility=true&lang=de
3;6fa32c65-988d-4e09-8034-6c5abcbd4e3f;ESRI:REST;https://api3.geo.admin.ch
0;4540e0db-04c7-4509-b809-11542e7acba9;WWW:LINK;https://www.are.admin.ch/are/de/home/verkehr-und-infrastruktur/grundlagen-und-daten/verkehrsmodellierung/nationales-personenverkehrsmodell.html
1;4540e0db-04c7-4509-b809-11542e7acba9;WWW:DOWNLOAD-URL;https://data.geo.admin.ch/ch.are.belastung-personenverkehr-strasse
2;4540e0db-04c7-4509-b809-11542e7acba9;CHTOPO:specialised-geoportal;http://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.belastung-personenverkehr-strasse&layers_opacity=1&layers_visibility=true&lang=de
3;4540e0db-04c7-4509-b809-11542e7acba9;ESRI:REST;https://api3.geo.admin.ch
0;f0835478-07fc-4e12-bf48-51646a59c809;WWW:LINK;https://www.are.admin.ch/are/de/home/verkehr-und-infrastruktur/grundlagen-und-daten/verkehrsmodellierung/npvm.html
1;f0835478-07fc-4e12-bf48-51646a59c809;WWW:DOWNLOAD-URL;https://data.geo.admin.ch/ch.are.erreichbarkeit-miv
2;f0835478-07fc-4e12-bf48-51646a59c809;CHTOPO:specialised-geoportal;https://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.erreichbarkeit-miv&layers_opacity=0.75&layers_visibility=true&lang=de
3;f0835478-07fc-4e12-bf48-51646a59c809;ESRI:REST;https://api3.geo.admin.ch
0;e3437f64-68e1-4b07-ae35-22597ca89cc2;WWW:LINK;https://www.are.admin.ch/are/de/home/verkehr-und-infrastruktur/grundlagen-und-daten/verkehrsmodellierung/npvm.html
1;e3437f64-68e1-4b07-ae35-22597ca89cc2;WWW:DOWNLOAD-URL;https://data.geo.admin.ch/ch.are.erreichbarkeit-oev
2;e3437f64-68e1-4b07-ae35-22597ca89cc2;CHTOPO:specialised-geoportal;https://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.erreichbarkeit-oev&layers_opacity=0.75&layers_visibility=true&lang=de
3;e3437f64-68e1-4b07-ae35-22597ca89cc2;ESRI:REST;https://api3.geo.admin.ch
0;c967f055-9482-4bcb-a1bb-8de7971e7293;WWW:LINK;https://www.are.admin.ch/are/de/home/raumentwicklung-und-raumplanung/grundlagen-und-daten/bauzonenstatistik-schweiz.html
1;c967f055-9482-4bcb-a1bb-8de7971e7293;WWW:DOWNLOAD-URL;http://data.geo.admin.ch/ch.are.gemeindetypen/data.zip
2;c967f055-9482-4bcb-a1bb-8de7971e7293;OGC:WMS;http://wms.geo.admin.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities&lang=de
3;c967f055-9482-4bcb-a1bb-8de7971e7293;WWW:DOWNLOAD-URL;https://www.are.admin.ch/are/de/home/raumentwicklung-und-raumplanung/grundlagen-und-daten/bauzonenstatistik-schweiz.html
4;c967f055-9482-4bcb-a1bb-8de7971e7293;CHTOPO:specialised-geoportal;http://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.gemeindetypen
5;c967f055-9482-4bcb-a1bb-8de7971e7293;OGC:WMTS;http://wmts.geo.admin.ch
6;c967f055-9482-4bcb-a1bb-8de7971e7293;ESRI:REST;https://api3.geo.admin.ch
0;61a79435-b986-495e-b3ea-fe97c4abd558;WWW:LINK;https://www.are.admin.ch/are/de/home/verkehr-und-infrastruktur/grundlagen-und-daten/verkehrserschliessung-in-der-schweiz.html
1;61a79435-b986-495e-b3ea-fe97c4abd558;WWW:DOWNLOAD-URL;http://data.geo.admin.ch/ch.are.gueteklassen_oev/data.zip
2;61a79435-b986-495e-b3ea-fe97c4abd558;CHTOPO:specialised-geoportal;http://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.gueteklassen_oev&layers_opacity=0.6&layers_visibility=true&lang=de
3;61a79435-b986-495e-b3ea-fe97c4abd558;ESRI:REST;https://api3.geo.admin.ch
0;27a33007-d187-41d9-97b7-6dc733a06e9b;WWW:LINK;https://www.are.admin.ch/are/de/home/laendliche-raeume-und-berggebiete/grundlagen-und-daten/landschaftstypologie-schweiz.html
1;27a33007-d187-41d9-97b7-6dc733a06e9b;WWW:DOWNLOAD-URL;http://data.geo.admin.ch/ch.are.landschaftstypen/data.zip
2;27a33007-d187-41d9-97b7-6dc733a06e9b;CHTOPO:specialised-geoportal;http://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.landschaftstypen&layers_opacity=0.6&layers_visibility=true&lang=de
3;27a33007-d187-41d9-97b7-6dc733a06e9b;ESRI:REST;https://api3.geo.admin.ch
0;d23ebfb6-00a4-44d6-8463-4d34d57a5ff4;WWW:LINK;https://www.are.admin.ch/are/de/home/verkehr-und-infrastruktur/grundlagen-und-daten/verkehrsmodellierung/npvm.html
1;d23ebfb6-00a4-44d6-8463-4d34d57a5ff4;WWW:DOWNLOAD-URL;https://data.geo.admin.ch/ch.are.reisezeit-agglomerationen-miv
2;d23ebfb6-00a4-44d6-8463-4d34d57a5ff4;CHTOPO:specialised-geoportal;https://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.reisezeit-agglomerationen-miv&layers_opacity=0.75&layers_visibility=true&lang=de
3;d23ebfb6-00a4-44d6-8463-4d34d57a5ff4;ESRI:REST;https://api3.geo.admin.ch
0;333489d5-6ea1-468d-b1d5-bd213d9f1d0b;WWW:LINK;https://www.are.admin.ch/are/de/home/verkehr-und-infrastruktur/grundlagen-und-daten/verkehrsmodellierung/npvm.html
1;333489d5-6ea1-468d-b1d5-bd213d9f1d0b;WWW:DOWNLOAD-URL;https://data.geo.admin.ch/ch.are.reisezeit-agglomerationen-oev
2;333489d5-6ea1-468d-b1d5-bd213d9f1d0b;CHTOPO:specialised-geoportal;https://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.reisezeit-agglomerationen-oev&layers_opacity=0.75&layers_visibility=true&lang=de
3;333489d5-6ea1-468d-b1d5-bd213d9f1d0b;ESRI:REST;https://api3.geo.admin.ch
0;aee88d88-6fa6-445c-8d4d-5b40f592436b;WWW:LINK;https://www.are.admin.ch/are/de/home/verkehr-und-infrastruktur/grundlagen-und-daten/verkehrserschliessung-in-der-schweiz.html
1;aee88d88-6fa6-445c-8d4d-5b40f592436b;WWW:DOWNLOAD-URL;http://data.geo.admin.ch/ch.are.reisezeit-miv
2;aee88d88-6fa6-445c-8d4d-5b40f592436b;CHTOPO:specialised-geoportal;https://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.reisezeit-miv&layers_opacity=0.75&layers_visibility=true&lang=de
3;aee88d88-6fa6-445c-8d4d-5b40f592436b;ESRI:REST;https://api3.geo.admin.ch
0;b8193af2-bc91-4baa-92aa-64c6cbccb4a8;WWW:LINK;https://www.are.admin.ch/are/de/home/verkehr-und-infrastruktur/grundlagen-und-daten/verkehrsmodellierung/nationales-personenverkehrsmodell.html
1;b8193af2-bc91-4baa-92aa-64c6cbccb4a8;WWW:DOWNLOAD-URL;https://data.geo.admin.ch/ch.are.reisezeit-oev
2;b8193af2-bc91-4baa-92aa-64c6cbccb4a8;CHTOPO:specialised-geoportal;https://map.are.admin.ch/?Y=660000&X=190000&zoom=1&bgLayer=ch.swisstopo.pixelkarte-grau&layers=ch.are.reisezeit-oev&layers_opacity=0.75&layers_visibility=true&lang=de
3;b8193af2-bc91-4baa-92aa-64c6cbccb4a8;ESRI:REST;https://api3.geo.admin.ch
0;171a7520-27b2-4a60-9251-acf9b450d6b6;WWW:DOWNLOAD-URL;https://data.geo.admin.ch/ch.are.windenergie-bundesinteressen
1;171a7520-27b2-4a60-9251-acf9b450d6b6;WWW:LINK;https://www.are.admin.ch/windenergie
2;171a7520-27b2-4a60-9251-acf9b450d6b6;CHTOPO:specialised-geoportal;https://map.geo.admin.ch/?topic=sachplan&lang=de
3;171a7520-27b2-4a60-9251-acf9b450d6b6;ESRI:REST;https://api3.geo.admin.ch
0;ed80ebde-99a0-4523-bc8a-4ec23426d966;WWW:DOWNLOAD-URL;http://data.geo.admin.ch/ch.are.wohnungsinventar-zweitwohnungsanteil/
1;ed80ebde-99a0-4523-bc8a-4ec23426d966;WWW:LINK;https://www.are.admin.ch/are/de/home/raumentwicklung-und-raumplanung/raumplanungsrecht/zweitwohnungen.html
2;ed80ebde-99a0-4523-bc8a-4ec23426d966;CHTOPO:specialised-geoportal;https://map.geo.admin.ch/?topic=are&lang=de
3;ed80ebde-99a0-4523-bc8a-4ec23426d966;ESRI:REST;https://api3.geo.admin.ch
